16;0.153108
32;0.425576
64;0.942205
128;1.7829
256;3.78045
512;10.1656
1024;22.1886
2048;43.9085
4096;100.073
8192;261.212
16384;565.99
32768;1187.17
65536;2573.3
131072;6205.93
