16;1.88083
32;3.41453
64;7.44388
128;12.497
256;26.7446
512;48.0251
1024;97.2367
2048;190.564
4096;434.996
8192;777.041
16384;1572.16
32768;3128.8
65536;6662.2
131072;12251.3
