16;26.5528
32;44.1179
64;85.7517
128;172.819
256;331.256
512;672.61
1024;1400.3
2048;2840.19
4096;5265.79
8192;10522.6
16384;22521.2
32768;41901.4
65536;83758.6
131072;167079
